,stereotype_sentence,stereotype_type,original_idx,gender_identity,age_range,employment_status,sector,religion,country,nationality,lang,translated_stereotype,ethnic_identity,identity_term,attribute_term
2414,Old people have experiences,age,84,Male,18–25 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,Old people have experiences,['yoruba'],old people,have experiences
2415,young people are learning,age,84,Male,18–25 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,young people are learning,['yoruba'],young people,are learning
2416,Lawyers become judges,profession,84,Male,18–25 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,Lawyers become judges,['yoruba'],lawyers,become judges
2419,Kitchen,women,85,Female,36–50 *,Self-employed *,,Christianity,Nigeria,Nigerian,de,Kitchen,['yoruba'],women,kitchen
2420,take care of home front and children,women,85,Female,36–50 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,take care of home front and children,['yoruba'],children,
2422,Yorubas are well read,ethnicity_region,85,Female,36–50 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,Yorubas are well read,['yoruba'],yoruba,well read
2423,ibos are business oriented and hausas are farmers,ethnicity_region,85,Female,36–50 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,ibos are business oriented and hausas are farmers,['yoruba'],ibos,business oriented and hausas are farmers
2424,Yorubas are practices all religion,religion,85,Female,36–50 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,Yorubas are practices all religion,['yoruba'],yoruba,practices all religion
2425,ibos are Christian and traditionalist and hausas are muslims,religion,85,Female,36–50 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,ibos are Christian and traditionalist and hausas are muslims,['yoruba'],ibos,christian and traditionalist and hausas are muslims
2426,Young are the genz they go about their life's how they feel is right without the disadvantage or the advantage,age,85,Female,36–50 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,Young are the genz they go about their life's how they feel is right without the disadvantage or the advantage,['yoruba'],young,the genz they go about their life's how they feel is right without the disadvantage or the advantage
2428,Traders are persuasive because they need to sell their product or services,profession,85,Female,36–50 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,Traders are persuasive because they need to sell their product or services,['yoruba'],traders,persuasive because they need to sell their product or services
2429,Doctors are smart,profession,85,Female,36–50 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,Doctors are smart,['yoruba'],doctors,smart
2430,Ibos are business,misc,85,Female,36–50 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,Ibos are business,['yoruba'],ibos,business
2431,Na,men,86,Male,26–35 *,Employed *,Manufacturing *,Christianity,Nigeria,Nigerian,vi,Na,['yoruba'],men,na
2437,Women  are Emotional,women,87,Male,26–35 *,Employed *,IT & Software   *,Christianity,Nigeria,Nigerian,en,Women  are Emotional,['igbo'],women,emotional
2438,Women  love money,women,87,Male,26–35 *,Employed *,IT & Software   *,Christianity,Nigeria,Nigerian,en,Women  love money,['igbo'],women,love money
2439,Men are cheats,men,87,Male,26–35 *,Employed *,IT & Software   *,Christianity,Nigeria,Nigerian,en,Men are cheats,['igbo'],men,cheats
2440,Men don't cry,men,87,Male,26–35 *,Employed *,IT & Software   *,Christianity,Nigeria,Nigerian,fr,Men don't cry,['igbo'],men,don't cry
2441,People from the east are money centered,ethnicity_region,87,Male,26–35 *,Employed *,IT & Software   *,Christianity,Nigeria,Nigerian,en,People from the east are money centered,['igbo'],people from the east,are money centered
2442,People from the west are well educated,ethnicity_region,87,Male,26–35 *,Employed *,IT & Software   *,Christianity,Nigeria,Nigerian,en,People from the west are well educated,['igbo'],people from the west,are well educated
2443,People from the west are tribalistic,ethnicity_region,87,Male,26–35 *,Employed *,IT & Software   *,Christianity,Nigeria,Nigerian,en,People from the west are tribalistic,['igbo'],people from the west,are tribalistic
2444,Old people are grumpy,age,87,Male,26–35 *,Employed *,IT & Software   *,Christianity,Nigeria,Nigerian,ro,Old people are grumpy,['igbo'],old people,are grumpy
2445,Young people are shortsighted,age,87,Male,26–35 *,Employed *,IT & Software   *,Christianity,Nigeria,Nigerian,en,Young people are shortsighted,['igbo'],young people,are shortsighted
2446,Doctors have bad handwritings,profession,87,Male,26–35 *,Employed *,IT & Software   *,Christianity,Nigeria,Nigerian,en,Doctors have bad handwritings,['igbo'],doctors,bad handwritings
2447,Tailors are liars and don't keep to schedule,profession,87,Male,26–35 *,Employed *,IT & Software   *,Christianity,Nigeria,Nigerian,en,Tailors are liars and don't keep to schedule,['igbo'],tailors,liars and don't keep to schedule
2448,Traders are persuasive(especially Igbos),profession,87,Male,26–35 *,Employed *,IT & Software   *,Christianity,Nigeria,Nigerian,en,Traders are persuasive(especially Igbos),['igbo'],traders,persuasive(especially igbos)
2449,Yorubas like Oily foods,misc,87,Male,26–35 *,Employed *,IT & Software   *,Christianity,Nigeria,Nigerian,en,Yorubas like Oily foods,['igbo'],yoruba,like oily foods
2450,Yorubas like peppery foods,misc,87,Male,26–35 *,Employed *,IT & Software   *,Christianity,Nigeria,Nigerian,en,Yorubas like peppery foods,['igbo'],yoruba,like peppery foods
2451,Igbos are visionaries,misc,87,Male,26–35 *,Employed *,IT & Software   *,Christianity,Nigeria,Nigerian,lt,Igbos are visionaries,['igbo'],igbo,visionaries
2452,Hausas are honorable and loyal,misc,87,Male,26–35 *,Employed *,IT & Software   *,Christianity,Nigeria,Nigerian,en,Hausas are honorable and loyal,['igbo'],hausa,honorable and loyal
2453,Women are nurturing,women,88,Male,18–25 *,Self-employed *,,Christianity,Nigeria,Nigerian,ro,Women are nurturing,['igbo'],women,nurturing
2454,women are emotional,women,88,Male,18–25 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,women are emotional,['igbo'],women,emotional
2455,women are bad at math,women,88,Male,18–25 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,women are bad at math,['igbo'],women,bad at math
2456,women are bad drivers,women,88,Male,18–25 *,Self-employed *,,Christianity,Nigeria,Nigerian,af,women are bad drivers,['igbo'],women,bad drivers
2457,women are talkative,women,88,Male,18–25 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,women are talkative,['igbo'],women,talkative
2458,women are more suited for caregiving roles,women,88,Male,18–25 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,women are more suited for caregiving roles,['igbo'],women,more suited for caregiving roles
2459,women are less rational than men,women,88,Male,18–25 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,women are less rational than men,['igbo'],women,less rational than men
2460,women are physically weaker,women,88,Male,18–25 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,women are physically weaker,['igbo'],women,physically weaker
2461,Men are strong,men,88,Male,18–25 *,Self-employed *,,Christianity,Nigeria,Nigerian,sv,Men are strong,['igbo'],men,strong
2462,men are unemotional,men,88,Male,18–25 *,Self-employed *,,Christianity,Nigeria,Nigerian,fr,men are unemotional,['igbo'],men,unemotional
2463,men are natural leaders,men,88,Male,18–25 *,Self-employed *,,Christianity,Nigeria,Nigerian,ca,men are natural leaders,['igbo'],men,natural leaders
2464,men are better at math and science,men,88,Male,18–25 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,men are better at math and science,['igbo'],men,better at math and science
2465,men are bad at expressing feelings,men,88,Male,18–25 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,men are bad at expressing feelings,['igbo'],men,bad at expressing feelings
2466,men are aggressive,men,88,Male,18–25 *,Self-employed *,,Christianity,Nigeria,Nigerian,it,men are aggressive,['igbo'],men,aggressive
2467,men are dominant,men,88,Male,18–25 *,Self-employed *,,Christianity,Nigeria,Nigerian,es,men are dominant,['igbo'],men,dominant
2468,men are logical rather than emotional,men,88,Male,18–25 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,men are logical rather than emotional,['igbo'],men,logical rather than emotional
2469,men are more interested in sex,men,88,Male,18–25 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,men are more interested in sex,['igbo'],men,more interested in sex
2470,Nigerians are scammers,ethnicity_region,88,Male,18–25 *,Self-employed *,,Christianity,Nigeria,Nigerian,da,Nigerians are scammers,['igbo'],nigerians,scammers
2471,Muslims are terrorists,religion,88,Male,18–25 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,Muslims are terrorists,['igbo'],muslims,terrorists
2473,Doctors are smarter than nurses,profession,88,Male,18–25 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,Doctors are smarter than nurses,['igbo'],doctors,smarter than nurses
2476,de s’occuper des enfants et d’assurer la reproduction,women,90,Male,26–35 *,Self-employed *,,Islam,Other Country,Other Nationality,fr,to take care of children and to ensure reproduction,['mossi'],children,and to ensure reproduction
2477,les femmes ne peuvent pas diriger comme les hommes,women,90,Male,26–35 *,Self-employed *,,Islam,Other Country,Other Nationality,fr,Women cannot lead like men,['mossi'],women,cannot lead like men
2478,les femmes sont trop fragiles pour exercer des métiers physiques traditionnellement réservés aux hommes,women,90,Male,26–35 *,Self-employed *,,Islam,Other Country,Other Nationality,fr,Women are too fragile to exercise physical trades traditionally reserved for men,['mossi'],women,too fragile to exercise physical trades traditionally reserved for men
2480,Les hommes doivent faire preuve de force et de virilité,men,90,Male,26–35 *,Self-employed *,,Islam,Other Country,Other Nationality,fr,Men must show strength and virility,['mossi'],men,must show strength and virility
2483,les hommes sont perçus comme naturellement polygames et infidèles,men,90,Male,26–35 *,Self-employed *,,Islam,Other Country,Other Nationality,fr,men are perceived as naturally polygamous and unfaithful,['mossi'],men,perceived as naturally polygamous and unfaithful
2485,les hommes ne doivent pas y participer aux  tâches domestiques dans le cadre du mariage.,men,90,Male,26–35 *,Self-employed *,,Islam,Other Country,Other Nationality,fr,Men should not participate in domestic tasks as part of marriage,['mossi'],men,should not participate in domestic tasks as part of marriage
2489,Les personnes âgées sont perçues comme détenant le monopole de la raison,age,90,Male,26–35 *,Self-employed *,,Islam,Other Country,Other Nationality,fr,The elderly are perceived as holding the monopoly of reason,['mossi'],old people,perceived as holding the monopoly of reason
2492,et les avocats comme des menteurs convaincants.,profession,90,Male,26–35 *,Self-employed *,,Islam,Other Country,Other Nationality,fr,And lawyers as convincing liars,['mossi'],lawyers,as convincing liars
2493,Les Igbo du Nigeria sont  considérés comme de grands adeptes de rituels traditionnels.,misc,90,Male,26–35 *,Self-employed *,,Islam,Other Country,Other Nationality,fr,Nigeria IGBOs are considered to be great followers of traditional rituals,['mossi'],igbo,considered to be great followers of traditional rituals
2494,Matérialiste,women,91,Male,36–50 *,Unemployed *,,Islam,Senegal,Senegalese,fr,Materialist,['wolof'],women,materialist
2495,trop bavard,women,91,Male,36–50 *,Unemployed *,,Islam,Senegal,Senegalese,sv,talkative,['wolof'],women,talkative
2496,Travailleur,men,91,Male,36–50 *,Unemployed *,,Islam,Senegal,Senegalese,fr,Worker,['wolof'],men,worker
2497,sincère,men,91,Male,36–50 *,Unemployed *,,Islam,Senegal,Senegalese,ca,sincere,['wolof'],men,sincere
2499,Les chrétiens sont très bien éduqués,religion,91,Male,36–50 *,Unemployed *,,Islam,Senegal,Senegalese,fr,Christians are very well educated,['wolof'],christians,very well educated
2502,Les médecins quittent les hôpitaux publics pour le privé,profession,91,Male,36–50 *,Unemployed *,,Islam,Senegal,Senegalese,fr,Doctors leave public hospitals for private,['wolof'],doctors,leave public hospitals for private
2504,Women are smart,women,92,Female,18–25 *,A student *,,Islam,Senegal,Senegalese,sv,Women are smart,['peulh'],women,smart
2505,women are sensitive,women,92,Female,18–25 *,A student *,,Islam,Senegal,Senegalese,en,women are sensitive,['peulh'],women,sensitive
2506,women overact to small things,women,92,Female,18–25 *,A student *,,Islam,Senegal,Senegalese,en,women overact to small things,['peulh'],women,overact to small things
2507,women are not so good at leading,women,92,Female,18–25 *,A student *,,Islam,Senegal,Senegalese,en,women are not so good at leading,['peulh'],women,not so good at leading
2508,women are complicated,women,92,Female,18–25 *,A student *,,Islam,Senegal,Senegalese,en,women are complicated,['peulh'],women,complicated
2509,women are weak,women,92,Female,18–25 *,A student *,,Islam,Senegal,Senegalese,nl,women are weak,['peulh'],women,weak
2510,Men are good leaders,men,92,Female,18–25 *,A student *,,Islam,Senegal,Senegalese,en,Men are good leaders,['peulh'],men,good leaders
2511,men are strong,men,92,Female,18–25 *,A student *,,Islam,Senegal,Senegalese,no,men are strong,['peulh'],men,strong
2512,men are not that smart,men,92,Female,18–25 *,A student *,,Islam,Senegal,Senegalese,en,men are not that smart,['peulh'],men,not that smart
2513,men are impulsive,men,92,Female,18–25 *,A student *,,Islam,Senegal,Senegalese,ro,men are impulsive,['peulh'],men,impulsive
2514,men are liars,men,92,Female,18–25 *,A student *,,Islam,Senegal,Senegalese,sv,men are liars,['peulh'],men,liars
2515,men are not reliable,men,92,Female,18–25 *,A student *,,Islam,Senegal,Senegalese,no,men are not reliable,['peulh'],men,not reliable
2516,men are emotionless,men,92,Female,18–25 *,A student *,,Islam,Senegal,Senegalese,fr,men are emotionless,['peulh'],men,emotionless
2517,The Peulhs are smart,ethnicity_region,92,Female,18–25 *,A student *,,Islam,Senegal,Senegalese,en,The Peulhs are smart,['peulh'],the peulhs,smart
2518,peulhs are dangerous,ethnicity_region,92,Female,18–25 *,A student *,,Islam,Senegal,Senegalese,fr,Peulhs are dangerous,['peulh'],peulhs,dangerous
2521,Muslims are strict,religion,92,Female,18–25 *,A student *,,Islam,Senegal,Senegalese,ro,Muslims are strict,['peulh'],muslims,strict
2527,oppress women.,religion,92,Female,18–25 *,A student *,,Islam,Senegal,Senegalese,nl,oppress women,['peulh'],women,
2528,Old people are wise,age,92,Female,18–25 *,A student *,,Islam,Senegal,Senegalese,en,Old people are wise,['peulh'],old people,are wise
2533,good advisor. Young people are daring,age,92,Female,18–25 *,A student *,,Islam,Senegal,Senegalese,en,Young people are daring,['peulh'],young people,are daring
2537,Doctors are good at everything,profession,92,Female,18–25 *,A student *,,Islam,Senegal,Senegalese,en,Doctors are good at everything,['peulh'],doctors,good at everything
2546,Women are weak,women,93,Male,Over 50 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,nl,Women are weak,['yoruba'],women,weak
2547,women are homemakers and women are to be in the 'other room,women,93,Male,Over 50 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,women are homemakers and women are to be in the 'other room,['yoruba'],women,homemakers and women are to be in the 'other room
2548,women love money,women,93,Male,Over 50 *,Employed *,Healthcare   *,Christianity,Nigeria,Nigerian,en,women love money,['yoruba'],women,love money
