Unnamed: 0,stereotype_sentence,stereotype_type,original_idx,gender_identity,age_range,employment_status,sector,religion,country,nationality,lang,translated_stereotype,identity_term,identity_term_modified,attribute_term,attribute_term_modified,ethnic_identity,Person Assigned to
2023,people from the west are not trust Worthy,ethnicity_region,74,Male,36–50 *,Security *,,Christianity,Nigeria,Nigerian,en,people from the west are not trust Worthy,people from the west,,are not trust worthy,,['jukun'],Melissah
2024,Muslims are extremist,religion,74,Male,36–50 *,Security *,,Christianity,Nigeria,Nigerian,ro,Muslims are extremist,muslims,,extremist,,['jukun'],Melissah
2025,Christian are peaceful,religion,74,Male,36–50 *,Security *,,Christianity,Nigeria,Nigerian,en,Christian are peaceful,christians,,peaceful,,['jukun'],Melissah
2026,Traditional worshippers are precise,religion,74,Male,36–50 *,Security *,,Christianity,Nigeria,Nigerian,en,Traditional worshippers are precise,traditional worshippers,,precise,,['jukun'],Melissah
2027,Old people are forgetful,age,74,Male,36–50 *,Security *,,Christianity,Nigeria,Nigerian,en,Old people are forgetful,old people,,are forgetful,,['jukun'],Melissah
2029,Young people are energetic,age,74,Male,36–50 *,Security *,,Christianity,Nigeria,Nigerian,en,Young people are energetic,young people,,are energetic,,['jukun'],Melissah
2031,Doctors are passionate,profession,74,Male,36–50 *,Security *,,Christianity,Nigeria,Nigerian,en,Doctors are passionate,doctors,,passionate,,['jukun'],Melissah
2033,traders are untrue,profession,74,Male,36–50 *,Security *,,Christianity,Nigeria,Nigerian,ca,traders are untrue,traders,,untrue,,['jukun'],Melissah
2035,Lawyers are crafty,misc,74,Male,36–50 *,Security *,,Christianity,Nigeria,Nigerian,en,Lawyers are crafty,lawyers,,crafty,,['jukun'],Melissah
2037,Women are emotional,women,75,Female,18–25 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,Women are emotional,women,,emotional,,['igbo'],Melissah
2038,Men are less emotional,men,75,Female,18–25 *,Self-employed *,,Christianity,Nigeria,Nigerian,fr,Men are less emotional,men,,less emotional,,['igbo'],Melissah
2039,men are stoic,men,75,Female,18–25 *,Self-employed *,,Christianity,Nigeria,Nigerian,sv,men are stoic,men,,stoic,,['igbo'],Melissah
2043,Muslims are devout,religion,75,Female,18–25 *,Self-employed *,,Christianity,Nigeria,Nigerian,ro,Muslims are devout,muslims,,devout,,['igbo'],Melissah
2044,Christians are charitable,religion,75,Female,18–25 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,Christians are charitable,christians,,charitable,,['igbo'],Melissah
2045,Traditional worshippers are superstit,religion,75,Female,18–25 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,Traditional worshippers are superstit,traditional worshippers,,superstit,,['igbo'],Melissah
2046,teenagers are rebellious,age,75,Female,18–25 *,Self-employed *,,Christianity,Nigeria,Nigerian,nl,teenagers are rebellious,teenagers,,rebellious,,['igbo'],Melissah
2047,middle-aged people are stressed,age,75,Female,18–25 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,middle-aged people are stressed,middle-aged people,,are stressed,,['igbo'],Melissah
2048,old people are slow,age,75,Female,18–25 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,old people are slow,old people,,are slow,,['igbo'],Melissah
2049,teachers are patient,profession,75,Female,18–25 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,teachers are patient,teachers,,patient,,['igbo'],Melissah
2050,engineers are analytical,profession,75,Female,18–25 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,engineers are analytical,engineers,,analytical,,['igbo'],Melissah
2051,artists are eccentric,profession,75,Female,18–25 *,Self-employed *,,Christianity,Nigeria,Nigerian,ca,artists are eccentric,artists,,eccentric,,['igbo'],Melissah
2053,nurses are caring,profession,75,Female,18–25 *,Self-employed *,,Christianity,Nigeria,Nigerian,ro,nurses are caring,nurses,,caring,,['igbo'],Melissah
2055,women are bad at math,misc,75,Female,18–25 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,women are bad at math,women,,bad at math,,['igbo'],Melissah
2057,people with disabilities are helpless,misc,75,Female,18–25 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,people with disabilities are helpless,people,,with disabilities are helpless,,['igbo'],Melissah
2059,Woman are the pillar of our society,women,76,Male,26–35 *,Employed *,IT & Software   *,Christianity,Nigeria,Nigerian,en,Woman are the pillar of our society,women,,the pillar of our society,,['yoruba'],Melissah
2060,Women contribute to the growth of the society,women,76,Male,26–35 *,Employed *,IT & Software   *,Christianity,Nigeria,Nigerian,en,Women contribute to the growth of the society,women,,contribute to the growth of the society,,['yoruba'],Melissah
2061,Men protect and guide the family,men,76,Male,26–35 *,Employed *,IT & Software   *,Christianity,Nigeria,Nigerian,en,Men protect and guide the family,men,,protect and guide the family,,['yoruba'],Melissah
2062,Men are selfless,men,76,Male,26–35 *,Employed *,IT & Software   *,Christianity,Nigeria,Nigerian,no,Men are selfless,men,,selfless,,['yoruba'],Melissah
2064,Muslims are rigid and not easily accommodating,religion,76,Male,26–35 *,Employed *,IT & Software   *,Christianity,Nigeria,Nigerian,en,Muslims are rigid and not easily accommodating,muslims,,rigid and not easily accommodating,,['yoruba'],Melissah
2065,Christians are too gentle,religion,76,Male,26–35 *,Employed *,IT & Software   *,Christianity,Nigeria,Nigerian,en,Christians are too gentle,christians,,too gentle,,['yoruba'],Melissah
2066,Old people are always envious of the young ones,age,76,Male,26–35 *,Employed *,IT & Software   *,Christianity,Nigeria,Nigerian,en,Old people are always envious of the young ones,old people,,are always envious of the young ones,,['yoruba'],Melissah
2069,Women are builders and Women are the backbone of their family,women,77,Female,18–25 *,A student *,,Christianity,Nigeria,Nigerian,en,Women are builders and Women are the backbone of their family,women,women,builders and women are the backbone of their family,builders,['delta igbo'],Melissah
2069,Women are builders and Women are the backbone of their family,women,77,Female,18–25 *,A student *,,Christianity,Nigeria,Nigerian,en,Women are builders and Women are the backbone of their family,women,women,builders and women are the backbone of their family,backbone of the family,['delta igbo'],Melissah
2070,Men are the head of the family and Men are the emotional and financial support of the family,men,77,Female,18–25 *,A student *,,Christianity,Nigeria,Nigerian,en,Men are the head of the family and Men are the emotional and financial support of the family,men,men,the head of the family and men are the emotional and financial support of the family,head of the family,['delta igbo'],Melissah
2070,Men are the head of the family and Men are the emotional and financial support of the family,men,77,Female,18–25 *,A student *,,Christianity,Nigeria,Nigerian,en,Men are the head of the family and Men are the emotional and financial support of the family,men,men,the head of the family and men are the emotional and financial support of the family,emotional and financial support of the family,['delta igbo'],Melissah
2071,People from the East especially their men know how to take care of the women,ethnicity_region,77,Female,18–25 *,A student *,,Christianity,Nigeria,Nigerian,en,People from the East especially their men know how to take care of the women,people from the east,,especially their men know how to take care of the women,know how to take care of the women,['delta igbo'],Melissah
2072,Muslims are very strict with their prayers,religion,77,Female,18–25 *,A student *,,Christianity,Nigeria,Nigerian,en,Muslims are very strict with their prayers,muslims,,very strict with their prayers,,['delta igbo'],Melissah
2073,and Christians celebrate Christmas,religion,77,Female,18–25 *,A student *,,Christianity,Nigeria,Nigerian,en,and Christians celebrate Christmas,christians,,celebrate christmas,,['delta igbo'],Melissah
2074,Old people get easily sick,age,77,Female,18–25 *,A student *,,Christianity,Nigeria,Nigerian,en,Old people get easily sick,old people,,get easily sick,,['delta igbo'],Melissah
2075,young people are agile,age,77,Female,18–25 *,A student *,,Christianity,Nigeria,Nigerian,en,young people are agile,young people,,are agile,,['delta igbo'],Melissah
2076,Farmers are also marketers,profession,77,Female,18–25 *,A student *,,Christianity,Nigeria,Nigerian,en,Farmers are also marketers,farmers,,also marketers,,['delta igbo'],Melissah
2080,Women are nurturing,women,78,Female,26–35 *,Employed *,Education *,Christianity,Nigeria,Nigerian,ro,Women are nurturing,women,,nurturing,,['yoruba'],Melissah
2081,emotional,women,78,Female,26–35 *,Employed *,Education *,Christianity,Nigeria,Nigerian,en,emotional,women,,emotional,,['yoruba'],Melissah
2082,sensitive,women,78,Female,26–35 *,Employed *,Education *,Christianity,Nigeria,Nigerian,fi,sensitive,women,,sensitive,,['yoruba'],Melissah
2083,caring,women,78,Female,26–35 *,Employed *,Education *,Christianity,Nigeria,Nigerian,ro,caring,women,,caring,,['yoruba'],Melissah
2084,gentle,women,78,Female,26–35 *,Employed *,Education *,Christianity,Nigeria,Nigerian,de,gentle,women,,gentle,,['yoruba'],Melissah
2085,intuitive,women,78,Female,26–35 *,Employed *,Education *,Christianity,Nigeria,Nigerian,ro,intuitive,women,,intuitive,,['yoruba'],Melissah
2086,talkative,women,78,Female,26–35 *,Employed *,Education *,Christianity,Nigeria,Nigerian,fi,talkative,women,,talkative,,['yoruba'],Melissah
2087,dramatic,women,78,Female,26–35 *,Employed *,Education *,Christianity,Nigeria,Nigerian,hr,dramatic,women,,dramatic,,['yoruba'],Melissah
2088,motherly,women,78,Female,26–35 *,Employed *,Education *,Christianity,Nigeria,Nigerian,en,motherly,women,,motherly,,['yoruba'],Melissah
2089,weak,women,78,Female,26–35 *,Employed *,Education *,Christianity,Nigeria,Nigerian,sw,weak,women,,weak,,['yoruba'],Melissah
2090,submissive,women,78,Female,26–35 *,Employed *,Education *,Christianity,Nigeria,Nigerian,et,submissive,women,,submissive,,['yoruba'],Melissah
2091,dependent,women,78,Female,26–35 *,Employed *,Education *,Christianity,Nigeria,Nigerian,nl,dependent,women,,dependent,,['yoruba'],Melissah
2092,passive,women,78,Female,26–35 *,Employed *,Education *,Christianity,Nigeria,Nigerian,it,passive,women,,passive,,['yoruba'],Melissah
2093,fashion-conscious,women,78,Female,26–35 *,Employed *,Education *,Christianity,Nigeria,Nigerian,en,fashion-conscious,women,,fashion-conscious,,['yoruba'],Melissah
2094,beauty-obsessed,women,78,Female,26–35 *,Employed *,Education *,Christianity,Nigeria,Nigerian,en,beauty-obsessed,women,,beauty-obsessed,,['yoruba'],Melissah
2095,caregivers,women,78,Female,26–35 *,Employed *,Education *,Christianity,Nigeria,Nigerian,it,caregivers,women,,caregivers,,['yoruba'],Melissah
2096,homemakers,women,78,Female,26–35 *,Employed *,Education *,Christianity,Nigeria,Nigerian,af,homemakers,women,,homemakers,,['yoruba'],Melissah
2097,multitaskers,women,78,Female,26–35 *,Employed *,Education *,Christianity,Nigeria,Nigerian,fi,multitaskers,women,,multitaskers,,['yoruba'],Melissah
2099,Men are strong,men,78,Female,26–35 *,Employed *,Education *,Christianity,Nigeria,Nigerian,sv,Men are strong,men,,strong,,['yoruba'],Melissah
2100,tough,men,78,Female,26–35 *,Employed *,Education *,Christianity,Nigeria,Nigerian,en,tough,men,,tough,,['yoruba'],Melissah
2101,stoic,men,78,Female,26–35 *,Employed *,Education *,Christianity,Nigeria,Nigerian,pl,stoic,men,,stoic,,['yoruba'],Melissah
2102,unemotional,men,78,Female,26–35 *,Employed *,Education *,Christianity,Nigeria,Nigerian,fr,unemotional,men,,unemotional,,['yoruba'],Melissah
2103,providers,men,78,Female,26–35 *,Employed *,Education *,Christianity,Nigeria,Nigerian,da,providers,men,,providers,,['yoruba'],Melissah
2104,breadwinners,men,78,Female,26–35 *,Employed *,Education *,Christianity,Nigeria,Nigerian,en,breadwinners,men,,breadwinners,,['yoruba'],Melissah
2105,aggressive,men,78,Female,26–35 *,Employed *,Education *,Christianity,Nigeria,Nigerian,it,aggressive,men,,aggressive,,['yoruba'],Melissah
2106,competitive,men,78,Female,26–35 *,Employed *,Education *,Christianity,Nigeria,Nigerian,it,competitive,men,,competitive,,['yoruba'],Melissah
2107,dominant,men,78,Female,26–35 *,Employed *,Education *,Christianity,Nigeria,Nigerian,pt,dominant,men,,dominant,,['yoruba'],Melissah
2108,leaders,men,78,Female,26–35 *,Employed *,Education *,Christianity,Nigeria,Nigerian,es,leaders,men,,leaders,,['yoruba'],Melissah
2109,fixers,men,78,Female,26–35 *,Employed *,Education *,Christianity,Nigeria,Nigerian,ca,fixers,men,,fixers,,['yoruba'],Melissah
2110,handy,men,78,Female,26–35 *,Employed *,Education *,Christianity,Nigeria,Nigerian,cy,handy,men,,handy,,['yoruba'],Melissah
2112,sports-loving,men,78,Female,26–35 *,Employed *,Education *,Christianity,Nigeria,Nigerian,no,sports-loving,men,,sports-loving,,['yoruba'],Melissah
2113,risk-takers,men,78,Female,26–35 *,Employed *,Education *,Christianity,Nigeria,Nigerian,no,risk-takers,men,,risk-takers,,['yoruba'],Melissah
2114,protectors,men,78,Female,26–35 *,Employed *,Education *,Christianity,Nigeria,Nigerian,en,protectors,men,,protectors,,['yoruba'],Melissah
2115,People from the North are conservative,ethnicity_region,78,Female,26–35 *,Employed *,Education *,Christianity,Nigeria,Nigerian,en,People from the North are conservative,people from the north,,are conservative,,['yoruba'],Melissah
2118,People from the South are friendly,ethnicity_region,78,Female,26–35 *,Employed *,Education *,Christianity,Nigeria,Nigerian,en,People from the South are friendly,people from the south,,are friendly,,['yoruba'],Melissah
2121,People from the East are smart,ethnicity_region,78,Female,26–35 *,Employed *,Education *,Christianity,Nigeria,Nigerian,en,People from the East are smart,people from the east,,are smart,,['yoruba'],Melissah
2124,People from the West are innovative,ethnicity_region,78,Female,26–35 *,Employed *,Education *,Christianity,Nigeria,Nigerian,en,People from the West are innovative,people from the west,,are innovative,,['yoruba'],Melissah
2127,Muslims are terrorists,religion,78,Female,26–35 *,Employed *,Education *,Christianity,Nigeria,Nigerian,en,Muslims are terrorists,muslims,,terrorists,,['yoruba'],Melissah
2130,Christians are moralistic,religion,78,Female,26–35 *,Employed *,Education *,Christianity,Nigeria,Nigerian,en,Christians are moralistic,christians,,moralistic,,['yoruba'],Melissah
2133,Traditional worshippers are primitive,religion,78,Female,26–35 *,Employed *,Education *,Christianity,Nigeria,Nigerian,en,Traditional worshippers are primitive,traditional worshippers,,primitive,,['yoruba'],Melissah
2136,Old people are wise,age,78,Female,26–35 *,Employed *,Education *,Christianity,Nigeria,Nigerian,en,Old people are wise,old people,,are wise,,['yoruba'],Melissah
2139,Young people are careless,age,78,Female,26–35 *,Employed *,Education *,Christianity,Nigeria,Nigerian,en,Young people are careless,young people,,are careless,,['yoruba'],Melissah
2143,Middle-aged people are stressed,age,78,Female,26–35 *,Employed *,Education *,Christianity,Nigeria,Nigerian,en,Middle-aged people are stressed,middle-aged people,,are stressed,,['yoruba'],Melissah
